Tarih,Bölge,Ülke,Şehir,Ürün Kategorisi,Ürün Adı,Satış Miktarı,Satış Geliri ($),Kâr Marjı (%),Müşteri Segmenti
2023-11-25,Güney Amerika,Şili,Santiago,Elektronik,Laptop,9,3537,20.93,Bireysel
2023-09-28,Afrika,Mısır,Kahire,Elektronik,Telefon,10,1170,20.16,Bireysel
2023-06-25,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Sandalye,15,3675,19.97,KOBİ
2023-11-12,Kuzey Amerika,ABD,New York,Mobilya,Sandalye,16,5168,19.15,Bireysel
2023-01-18,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,19,950,26.97,KOBİ
2023-11-19,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,20,4720,15.56,Bireysel
2023-10-01,Avrupa,Fransa,Paris,Elektronik,Kulaklık,6,1788,27.84,Kurumsal
2023-03-17,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,5,1810,27.82,KOBİ
2023-05-02,Asya,Japonya,Tokyo,Giyim,Ayakkabı,1,20,8.63,KOBİ
2024-01-01,Güney Amerika,Şili,Santiago,Giyim,Tişört,3,1410,5.97,Kurumsal
2023-11-27,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,11,3223,9.14,Kurumsal
2023-02-04,Avrupa,İngiltere,Londra,Elektronik,Laptop,5,2380,24.74,Bireysel
2023-03-21,Avrupa,İngiltere,Londra,Mobilya,Dolap,3,786,5.63,KOBİ
2023-01-10,Avrupa,İngiltere,Londra,Elektronik,Telefon,15,2415,18.5,Kurumsal
2023-09-01,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Telefon,9,747,16.79,KOBİ
2023-11-02,Avrupa,Almanya,Berlin,Giyim,Tişört,6,1446,28.64,Kurumsal
2023-01-24,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,11,2508,27.27,KOBİ
2023-02-09,Afrika,Mısır,Kahire,Giyim,Ceket,4,1476,18.97,KOBİ
2023-04-30,Kuzey Amerika,ABD,New York,Elektronik,Tablet,13,949,8.2,Bireysel
2023-05-15,Asya,Çin,Pekin,Mobilya,Sandalye,14,4662,12.84,Kurumsal
2023-10-10,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Sandalye,10,1920,5.31,Bireysel
2023-09-09,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,16,7632,22.05,KOBİ
2023-02-24,Güney Amerika,Şili,Santiago,Mobilya,Sandalye,5,1715,20.29,Bireysel
2023-12-28,Asya,Hindistan,Mumbai,Elektronik,Telefon,6,2478,5.57,Kurumsal
2023-11-25,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,7,910,8.48,Kurumsal
2023-12-30,Afrika,Nijerya,Lagos,Mobilya,Masa,20,3680,21.95,Kurumsal
2023-12-26,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,1,477,14.01,Bireysel
2023-06-09,Avrupa,Fransa,Paris,Giyim,Tişört,5,1080,21.63,Kurumsal
2023-03-22,Asya,Japonya,Tokyo,Giyim,Ceket,15,915,16.22,KOBİ
2023-03-28,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,14,4914,5.04,Bireysel
2023-07-12,Kuzey Amerika,Kanada,Toronto,Elektronik,Tablet,16,7312,24.22,KOBİ
2023-01-20,Kuzey Amerika,Kanada,Toronto,Giyim,Ceket,17,7276,28.02,Bireysel
2023-06-12,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Sandalye,15,2925,20.97,Kurumsal
2023-07-27,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,20,7220,25.31,Kurumsal
2023-07-02,Avrupa,Almanya,Berlin,Mobilya,Masa,1,394,21.85,Bireysel
2023-06-16,Afrika,Güney Afrika,Cape Town,Giyim,Pantolon,10,460,10.96,KOBİ
2023-06-28,Afrika,Mısır,Kahire,Mobilya,Dolap,6,1152,29.87,KOBİ
2023-04-15,Asya,Hindistan,Mumbai,Mobilya,Masa,2,564,20.4,Bireysel
2023-11-23,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,8,584,5.16,Bireysel
2023-10-12,Kuzey Amerika,ABD,New York,Elektronik,Laptop,10,4370,8.49,Bireysel
2023-03-10,Asya,Çin,Pekin,Mobilya,Dolap,2,186,26.38,KOBİ
2023-08-28,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Tablet,20,5420,23.95,Kurumsal
2023-02-10,Afrika,Güney Afrika,Cape Town,Elektronik,Tablet,15,5880,19.73,Kurumsal
2023-04-06,Güney Amerika,Şili,Santiago,Elektronik,Laptop,16,1280,6.53,Kurumsal
2023-07-05,Asya,Hindistan,Mumbai,Elektronik,Laptop,16,5136,15.03,Bireysel
2023-07-08,Afrika,Nijerya,Lagos,Mobilya,Dolap,16,544,16.3,Bireysel
2023-10-23,Kuzey Amerika,Meksika,Mexico City,Elektronik,Tablet,8,2632,17.11,KOBİ
2023-02-16,Afrika,Güney Afrika,Cape Town,Elektronik,Tablet,16,6400,19.22,KOBİ
2023-05-14,Asya,Çin,Pekin,Mobilya,Sandalye,3,960,9.71,Kurumsal
2023-02-13,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Kitaplık,8,1456,27.19,Kurumsal
2023-05-05,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Kitaplık,9,4032,12.1,Kurumsal
2023-06-29,Güney Amerika,Brezilya,Sao Paulo,Giyim,Pantolon,9,1305,13.29,Kurumsal
2023-06-20,Asya,Japonya,Tokyo,Mobilya,Sandalye,11,825,12.35,Kurumsal
2023-01-26,Kuzey Amerika,ABD,New York,Elektronik,Tablet,16,5024,25.22,Kurumsal
2023-12-26,Asya,Japonya,Tokyo,Giyim,Ceket,11,847,27.36,KOBİ
2023-08-31,Afrika,Güney Afrika,Cape Town,Elektronik,Telefon,2,510,28.83,KOBİ
2023-12-17,Asya,Çin,Pekin,Elektronik,Tablet,1,384,21.5,Kurumsal
2023-03-16,Asya,Japonya,Tokyo,Mobilya,Kitaplık,13,4329,16.86,KOBİ
2023-07-08,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Masa,3,1242,29.9,Kurumsal
2023-08-27,Avrupa,Fransa,Paris,Mobilya,Sandalye,2,948,26.97,Bireysel
2023-07-04,Kuzey Amerika,Kanada,Toronto,Giyim,Pantolon,1,455,9.07,Bireysel
2023-10-21,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,7,2695,26.44,Bireysel
2023-10-02,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Dolap,18,3852,8.84,KOBİ
2023-08-07,Asya,Çin,Pekin,Mobilya,Sandalye,16,5392,6.22,Bireysel
2023-01-31,Asya,Çin,Pekin,Giyim,Pantolon,10,730,24.62,Kurumsal
2023-11-25,Afrika,Nijerya,Lagos,Elektronik,Telefon,15,3390,9.59,KOBİ
2023-04-09,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,4,304,23.78,KOBİ
2023-09-15,Kuzey Amerika,ABD,New York,Giyim,Ayakkabı,5,185,22.64,Kurumsal
2023-09-14,Asya,Japonya,Tokyo,Mobilya,Sandalye,1,21,24.73,Kurumsal
2023-01-12,Asya,Hindistan,Mumbai,Giyim,Ceket,15,555,13.17,Kurumsal
2023-05-20,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ayakkabı,8,2760,18.74,KOBİ
2023-02-04,Asya,Japonya,Tokyo,Elektronik,Kulaklık,17,5831,13.68,KOBİ
2023-04-14,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,10,4880,5.02,KOBİ
2023-12-26,Afrika,Mısır,Kahire,Elektronik,Telefon,17,5168,8.9,Kurumsal
2023-02-22,Kuzey Amerika,ABD,New York,Elektronik,Tablet,5,1550,15.95,KOBİ
2023-12-28,Kuzey Amerika,ABD,New York,Mobilya,Kitaplık,3,57,19.27,Bireysel
2023-06-25,Afrika,Güney Afrika,Cape Town,Elektronik,Tablet,13,4264,15.73,Kurumsal
2023-06-22,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,15,6225,22.22,KOBİ
2023-07-13,Asya,Çin,Pekin,Mobilya,Sandalye,12,1404,5.66,KOBİ
2023-06-06,Avrupa,Almanya,Berlin,Elektronik,Laptop,20,6360,20.81,Bireysel
2023-07-11,Güney Amerika,Şili,Santiago,Giyim,Ceket,1,201,19.34,KOBİ
2023-03-28,Kuzey Amerika,Meksika,Mexico City,Giyim,Ayakkabı,12,2940,22.87,Kurumsal
2023-05-23,Asya,Çin,Pekin,Elektronik,Telefon,5,2190,13.43,Bireysel
2023-09-04,Kuzey Amerika,Meksika,Mexico City,Elektronik,Kulaklık,6,2874,27.98,KOBİ
2023-02-08,Kuzey Amerika,ABD,New York,Elektronik,Tablet,12,612,19.52,Bireysel
2023-11-22,Avrupa,Almanya,Berlin,Giyim,Ayakkabı,12,2472,16.35,Bireysel
2023-08-14,Afrika,Mısır,Kahire,Giyim,Tişört,15,2880,19.01,Bireysel
2023-11-15,Avrupa,İngiltere,Londra,Elektronik,Laptop,7,2443,20.52,Kurumsal
2023-01-31,Avrupa,İngiltere,Londra,Giyim,Ayakkabı,18,4068,13.81,KOBİ
2023-02-02,Afrika,Güney Afrika,Cape Town,Mobilya,Masa,12,5844,22.12,KOBİ
2023-04-19,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,2,468,13.44,Kurumsal
2023-12-17,Avrupa,Fransa,Paris,Giyim,Tişört,2,286,10.48,Bireysel
2023-10-31,Güney Amerika,Şili,Santiago,Mobilya,Sandalye,18,1674,29.29,Bireysel
2023-05-12,Asya,Çin,Pekin,Mobilya,Dolap,13,832,18.51,Kurumsal
2023-03-12,Asya,Hindistan,Mumbai,Mobilya,Sandalye,7,2184,27.66,Kurumsal
2023-03-07,Afrika,Nijerya,Lagos,Giyim,Tişört,7,3318,28.85,Bireysel
2023-05-11,Kuzey Amerika,ABD,New York,Elektronik,Laptop,14,4900,22.43,Bireysel
2023-12-20,Afrika,Güney Afrika,Cape Town,Mobilya,Masa,16,7376,26.25,KOBİ
2023-06-06,Avrupa,Almanya,Berlin,Giyim,Ayakkabı,1,453,25.3,Kurumsal
2023-10-16,Avrupa,Almanya,Berlin,Mobilya,Sandalye,15,5580,21.31,Kurumsal
2023-11-05,Asya,Çin,Pekin,Elektronik,Kulaklık,13,676,15.52,KOBİ
2023-07-28,Asya,Japonya,Tokyo,Giyim,Ceket,9,4392,10.15,Kurumsal
2023-07-19,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,13,4758,8.27,Kurumsal
2023-08-25,Afrika,Mısır,Kahire,Giyim,Tişört,6,1938,15.94,Kurumsal
2023-01-23,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ceket,1,500,14.42,Bireysel
2023-12-24,Kuzey Amerika,Meksika,Mexico City,Mobilya,Kitaplık,11,3300,26.62,KOBİ
2023-05-11,Asya,Hindistan,Mumbai,Mobilya,Masa,7,2170,14.15,Bireysel
2023-05-05,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,3,891,14.66,Bireysel
2023-09-22,Avrupa,Fransa,Paris,Elektronik,Telefon,13,1742,13.12,Kurumsal
2023-09-02,Avrupa,Fransa,Paris,Giyim,Ceket,8,416,12.27,KOBİ
2023-01-01,Avrupa,Fransa,Paris,Giyim,Pantolon,18,3096,24.2,KOBİ
2023-06-16,Afrika,Güney Afrika,Cape Town,Elektronik,Telefon,11,2849,26.9,Bireysel
2023-09-07,Kuzey Amerika,ABD,New York,Mobilya,Dolap,14,5642,12.92,KOBİ
2023-05-14,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,5,2005,28.95,Kurumsal
2023-01-03,Avrupa,Fransa,Paris,Elektronik,Kulaklık,15,4680,7.39,Kurumsal
2023-02-18,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,3,903,29.63,Kurumsal
2023-10-26,Asya,Hindistan,Mumbai,Giyim,Tişört,5,970,18.28,Bireysel
2023-07-11,Asya,Çin,Pekin,Mobilya,Masa,7,3122,16.31,Bireysel
2023-02-23,Kuzey Amerika,Kanada,Toronto,Mobilya,Kitaplık,15,525,13.91,Kurumsal
2023-12-06,Afrika,Mısır,Kahire,Elektronik,Tablet,8,3560,20.11,KOBİ
2023-04-04,Asya,Çin,Pekin,Giyim,Tişört,1,410,17.36,KOBİ
2023-02-10,Güney Amerika,Brezilya,Sao Paulo,Giyim,Pantolon,1,134,26.66,KOBİ
2023-06-26,Afrika,Nijerya,Lagos,Mobilya,Dolap,14,574,9.38,Bireysel
2023-04-17,Güney Amerika,Brezilya,Sao Paulo,Giyim,Pantolon,17,5015,6.58,Bireysel
2023-02-06,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Masa,7,3472,9.32,KOBİ
2023-06-05,Asya,Çin,Pekin,Mobilya,Masa,3,729,7.56,KOBİ
2023-05-23,Asya,Hindistan,Mumbai,Giyim,Pantolon,7,2723,14.69,Kurumsal
2023-04-30,Avrupa,Fransa,Paris,Elektronik,Tablet,9,495,22.6,Kurumsal
2023-02-20,Afrika,Nijerya,Lagos,Elektronik,Telefon,17,3944,18.61,KOBİ
2023-05-20,Afrika,Güney Afrika,Cape Town,Giyim,Ceket,5,2190,28.22,Bireysel
2023-09-13,Afrika,Güney Afrika,Cape Town,Elektronik,Kulaklık,18,7848,20.34,Bireysel
2023-09-03,Asya,Çin,Pekin,Elektronik,Kulaklık,6,1506,27.88,Kurumsal
2023-08-21,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,17,4267,12.61,KOBİ
2023-11-22,Kuzey Amerika,Kanada,Toronto,Giyim,Pantolon,19,9025,11.76,Kurumsal
2023-12-16,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,19,5814,24.31,Kurumsal
2023-12-11,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,8,416,21.53,KOBİ
2023-12-18,Avrupa,Almanya,Berlin,Giyim,Ceket,3,144,28.56,Bireysel
2023-09-28,Avrupa,Fransa,Paris,Mobilya,Masa,18,4302,5.65,Kurumsal
2023-03-29,Avrupa,İngiltere,Londra,Elektronik,Telefon,18,4608,6.4,Bireysel
2023-12-27,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,2,974,17.77,Kurumsal
2023-12-05,Afrika,Güney Afrika,Cape Town,Giyim,Pantolon,7,1288,24.0,Kurumsal
2023-06-20,Avrupa,Almanya,Berlin,Giyim,Tişört,15,2910,14.39,Bireysel
2023-06-13,Kuzey Amerika,Meksika,Mexico City,Elektronik,Kulaklık,6,1860,18.26,Kurumsal
2023-10-31,Asya,Hindistan,Mumbai,Elektronik,Laptop,20,5160,5.02,Bireysel
2023-06-17,Güney Amerika,Şili,Santiago,Elektronik,Tablet,14,5152,20.71,Kurumsal
2023-06-29,Güney Amerika,Şili,Santiago,Giyim,Tişört,6,1368,10.33,KOBİ
2023-04-21,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ayakkabı,1,188,17.64,Bireysel
2023-08-21,Güney Amerika,Şili,Santiago,Giyim,Tişört,4,816,11.5,KOBİ
2023-11-11,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ceket,7,1414,11.31,KOBİ
2023-05-26,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,19,1520,23.91,KOBİ
2023-10-05,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,17,4624,19.6,KOBİ
2023-02-18,Güney Amerika,Şili,Santiago,Giyim,Tişört,8,232,19.93,KOBİ
2023-01-30,Afrika,Mısır,Kahire,Elektronik,Laptop,16,4624,18.34,KOBİ
2023-11-13,Afrika,Nijerya,Lagos,Mobilya,Masa,20,4520,18.01,KOBİ
2023-01-05,Avrupa,İngiltere,Londra,Elektronik,Telefon,9,180,20.0,Bireysel
2023-05-06,Kuzey Amerika,Kanada,Toronto,Giyim,Tişört,13,2730,8.36,KOBİ
2023-02-17,Asya,Hindistan,Mumbai,Mobilya,Sandalye,18,7056,28.59,Kurumsal
2023-06-24,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ayakkabı,13,2925,5.23,KOBİ
2023-01-07,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,5,2385,11.12,Kurumsal
2023-04-05,Avrupa,Almanya,Berlin,Mobilya,Masa,11,5225,20.01,Bireysel
2023-08-10,Afrika,Nijerya,Lagos,Giyim,Ceket,6,198,18.65,Kurumsal
2023-12-29,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,2,376,18.48,Kurumsal
2023-06-28,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,10,1470,5.05,KOBİ
2023-08-16,Kuzey Amerika,ABD,New York,Mobilya,Dolap,3,1356,22.17,Bireysel
2023-03-24,Asya,Japonya,Tokyo,Elektronik,Kulaklık,12,2640,24.89,Kurumsal
2023-12-15,Avrupa,Almanya,Berlin,Giyim,Pantolon,12,2112,11.83,Bireysel
2023-04-04,Avrupa,Almanya,Berlin,Giyim,Pantolon,20,1720,29.24,KOBİ
2023-02-20,Güney Amerika,Şili,Santiago,Giyim,Pantolon,5,1600,24.22,Kurumsal
2023-04-24,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,1,63,12.75,Bireysel
2023-05-04,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,12,4272,23.64,Kurumsal
2023-11-22,Afrika,Nijerya,Lagos,Mobilya,Sandalye,1,46,11.34,KOBİ
2023-06-26,Avrupa,İngiltere,Londra,Elektronik,Laptop,19,6631,6.15,Bireysel
2023-08-11,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,17,4539,29.39,KOBİ
2023-01-25,Avrupa,İngiltere,Londra,Elektronik,Kulaklık,3,345,19.56,Bireysel
2023-11-13,Kuzey Amerika,ABD,New York,Giyim,Ceket,7,2695,5.76,KOBİ
2023-06-23,Avrupa,Almanya,Berlin,Mobilya,Masa,3,1074,13.66,Bireysel
2023-06-18,Afrika,Nijerya,Lagos,Mobilya,Dolap,20,5960,20.49,Kurumsal
2023-07-05,Avrupa,Fransa,Paris,Elektronik,Tablet,7,1897,6.79,Kurumsal
2023-01-18,Güney Amerika,Şili,Santiago,Elektronik,Tablet,10,3190,14.71,Bireysel
2023-08-24,Asya,Japonya,Tokyo,Elektronik,Tablet,15,4665,21.63,Bireysel
2023-09-23,Asya,Çin,Pekin,Elektronik,Laptop,12,3708,29.38,Kurumsal
2023-04-16,Asya,Japonya,Tokyo,Elektronik,Tablet,9,2205,18.98,Kurumsal
2023-04-25,Kuzey Amerika,Kanada,Toronto,Elektronik,Laptop,7,252,18.56,KOBİ
2023-01-10,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Kitaplık,20,5540,24.04,KOBİ
2023-07-10,Kuzey Amerika,Kanada,Toronto,Mobilya,Kitaplık,7,644,12.62,Bireysel
2023-10-07,Kuzey Amerika,ABD,New York,Elektronik,Telefon,18,7398,19.37,Bireysel
2023-03-23,Avrupa,Almanya,Berlin,Mobilya,Dolap,18,3978,24.22,Bireysel
2023-11-09,Avrupa,Fransa,Paris,Elektronik,Tablet,6,1722,28.69,KOBİ
2023-10-01,Kuzey Amerika,Meksika,Mexico City,Giyim,Tişört,13,2769,23.48,KOBİ
2023-08-08,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,14,4158,24.54,Bireysel
2023-02-07,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,3,1140,24.57,Bireysel
2023-06-28,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,5,1510,10.79,Bireysel
2023-07-13,Asya,Çin,Pekin,Elektronik,Laptop,2,946,26.59,Kurumsal
2023-09-14,Avrupa,İngiltere,Londra,Mobilya,Masa,18,3582,29.42,Kurumsal
2023-12-07,Kuzey Amerika,Meksika,Mexico City,Giyim,Ayakkabı,14,3542,28.92,KOBİ
2023-03-15,Kuzey Amerika,Kanada,Toronto,Giyim,Ceket,4,1428,9.45,Bireysel
2023-03-01,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,15,450,8.39,Bireysel
2023-08-14,Avrupa,Fransa,Paris,Elektronik,Telefon,7,1295,25.77,KOBİ
2023-02-03,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ceket,9,1449,22.39,Kurumsal
2023-02-25,Avrupa,İngiltere,Londra,Elektronik,Laptop,9,477,15.91,Kurumsal
2023-10-28,Kuzey Amerika,ABD,New York,Mobilya,Kitaplık,9,3744,20.56,KOBİ
2023-04-27,Kuzey Amerika,Meksika,Mexico City,Elektronik,Kulaklık,17,3128,12.16,Kurumsal
2023-04-13,Güney Amerika,Şili,Santiago,Mobilya,Sandalye,20,6040,10.69,Bireysel
2023-09-05,Avrupa,Almanya,Berlin,Mobilya,Masa,15,3735,28.14,Kurumsal
2023-04-04,Asya,Japonya,Tokyo,Mobilya,Kitaplık,18,5058,17.43,Kurumsal
2023-06-07,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,3,471,21.75,Kurumsal
2023-05-08,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,5,1305,27.97,Bireysel
2023-04-20,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,15,5325,27.81,KOBİ
2023-10-04,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Masa,16,5520,25.43,Bireysel
2023-08-28,Kuzey Amerika,ABD,New York,Mobilya,Masa,3,441,17.79,KOBİ
2023-10-19,Avrupa,Almanya,Berlin,Mobilya,Sandalye,11,726,7.01,KOBİ
2023-11-16,Kuzey Amerika,Meksika,Mexico City,Giyim,Pantolon,14,6972,7.57,Bireysel
2023-08-08,Afrika,Güney Afrika,Cape Town,Elektronik,Kulaklık,10,300,7.81,Kurumsal
2023-10-03,Asya,Hindistan,Mumbai,Mobilya,Masa,18,6876,11.28,KOBİ
2023-07-26,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,4,1000,6.06,Kurumsal
2023-10-03,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,2,952,23.07,KOBİ
2023-06-07,Asya,Hindistan,Mumbai,Giyim,Ceket,15,7425,14.38,Kurumsal
2023-05-23,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Kulaklık,10,230,21.75,Kurumsal
2023-01-29,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,1,348,11.35,KOBİ
2023-02-08,Afrika,Güney Afrika,Cape Town,Giyim,Tişört,5,1215,16.1,Bireysel
2023-10-13,Güney Amerika,Şili,Santiago,Mobilya,Kitaplık,10,130,9.14,KOBİ
2023-08-25,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Tablet,11,3278,14.73,Kurumsal
2023-04-07,Afrika,Nijerya,Lagos,Mobilya,Dolap,19,8721,28.21,Kurumsal
2023-05-17,Kuzey Amerika,ABD,New York,Elektronik,Laptop,13,754,15.35,Bireysel
2023-08-19,Afrika,Nijerya,Lagos,Giyim,Ceket,8,2232,29.48,Bireysel
2023-06-17,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,10,1210,18.96,Bireysel
2023-05-15,Afrika,Nijerya,Lagos,Elektronik,Telefon,2,978,18.78,KOBİ
2023-07-13,Afrika,Nijerya,Lagos,Giyim,Ceket,5,470,20.37,KOBİ
2023-11-12,Asya,Japonya,Tokyo,Elektronik,Laptop,9,3123,16.85,KOBİ
2023-07-03,Avrupa,Fransa,Paris,Mobilya,Sandalye,6,726,20.94,KOBİ
2023-12-01,Kuzey Amerika,ABD,New York,Mobilya,Sandalye,13,1742,10.36,Bireysel
2023-09-20,Avrupa,Almanya,Berlin,Elektronik,Laptop,2,876,16.94,Kurumsal
2023-02-14,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Laptop,6,264,17.33,KOBİ
2023-06-11,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,5,1540,23.71,Kurumsal
2023-02-10,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,4,1112,18.31,Kurumsal
2023-07-06,Asya,Çin,Pekin,Elektronik,Tablet,5,1125,5.47,Bireysel
2023-01-05,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,5,920,17.15,Bireysel
2023-07-07,Güney Amerika,Şili,Santiago,Elektronik,Tablet,5,1380,23.35,Bireysel
2023-09-03,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,12,3012,26.82,Bireysel
2023-06-23,Asya,Japonya,Tokyo,Elektronik,Laptop,1,381,19.15,KOBİ
2023-11-29,Kuzey Amerika,ABD,New York,Mobilya,Dolap,8,1984,28.18,Kurumsal
2023-06-21,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,2,556,25.34,KOBİ
2023-02-22,Asya,Çin,Pekin,Elektronik,Telefon,5,1020,17.95,Kurumsal
2023-06-09,Avrupa,Almanya,Berlin,Mobilya,Sandalye,15,3165,22.75,KOBİ
2023-09-10,Afrika,Mısır,Kahire,Giyim,Tişört,13,2145,21.77,KOBİ
2023-06-03,Kuzey Amerika,Meksika,Mexico City,Mobilya,Dolap,3,501,6.24,KOBİ
2023-11-08,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,3,555,9.87,Kurumsal
2023-05-03,Afrika,Nijerya,Lagos,Mobilya,Dolap,8,288,26.29,KOBİ
2023-09-04,Afrika,Güney Afrika,Cape Town,Mobilya,Masa,19,1482,26.36,KOBİ
2023-05-23,Afrika,Mısır,Kahire,Giyim,Ceket,20,1140,17.45,KOBİ
2023-06-11,Kuzey Amerika,Kanada,Toronto,Mobilya,Kitaplık,1,220,22.24,Kurumsal
2023-03-28,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Kitaplık,10,4390,11.14,Bireysel
2023-02-01,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Tablet,12,5184,28.16,KOBİ
2023-02-03,Asya,Çin,Pekin,Elektronik,Tablet,17,3417,7.51,Bireysel
2023-04-10,Asya,Hindistan,Mumbai,Giyim,Ceket,10,4280,7.48,KOBİ
2023-04-05,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,5,715,25.44,Bireysel
2023-05-27,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,17,4216,20.62,KOBİ
2023-02-11,Kuzey Amerika,Kanada,Toronto,Elektronik,Tablet,4,1604,28.8,Bireysel
2023-08-21,Kuzey Amerika,Meksika,Mexico City,Giyim,Pantolon,18,4104,14.5,KOBİ
2023-12-26,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,13,312,15.04,Kurumsal
2023-11-21,Kuzey Amerika,Kanada,Toronto,Mobilya,Sandalye,2,944,21.03,Kurumsal
2023-08-15,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,13,2028,11.81,Kurumsal
2023-09-06,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,15,6090,29.93,KOBİ
2023-01-09,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,19,8322,17.73,Bireysel
2023-06-23,Asya,Japonya,Tokyo,Mobilya,Sandalye,1,467,25.34,Kurumsal
2023-11-02,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,16,5200,22.75,Bireysel
2023-03-08,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ayakkabı,9,711,8.23,KOBİ
2023-01-03,Avrupa,İngiltere,Londra,Mobilya,Dolap,13,234,12.55,KOBİ
2023-12-19,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,8,1840,13.63,Kurumsal
2023-03-02,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ayakkabı,5,2040,13.28,KOBİ
2023-12-17,Asya,Japonya,Tokyo,Elektronik,Telefon,3,378,27.28,Bireysel
2023-02-17,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,14,6160,9.11,KOBİ
